"word/date","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
"dr.","N/A","N/A","N/A","N/A","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0011631288165164292","0.0","0.0"
"contact","N/A","N/A","N/A","N/A","0.0","0.0","0.0007837559325969898","0.0009127418765972983","0.0008568164508758568","0.0012528912875867386","0.0013677811550151975","0.0006545359340227779","0.0004378603225571043","0.0014539110206455365","0.0006702412868632708","0.0"
"please","N/A","N/A","N/A","N/A","0.0099601593625498","0.013071895424836602","0.010014659138739314","0.010851486755101213","0.006664127951256664","0.007324595219737857","0.006382978723404255","0.006981716629576297","0.006275997956651828","0.008432683919744112","0.00804289544235925","0.002070393374741201"
"million","N/A","N/A","N/A","N/A","0.0","0.0","4.354199625538832e-05","0.0","0.0","0.0","0.00015197568389057752","0.0","0.0","0.0","0.0","0.0"
"i am","N/A","N/A","N/A","N/A","0.0","0.0","0.0","0.0","0.0","9.637625289128758e-05","0.00015197568389057752","4.3635728934851856e-05","0.0","0.0","0.0","0.0"
"transfer","N/A","N/A","N/A","N/A","0.0","0.0","2.9027997503592216e-05","4.056630562654659e-05","0.0003808073115003808","0.0","0.0","0.0","7.297672042618404e-05","0.0","0.0","0.0"
"regards","N/A","N/A","N/A","N/A","0.00199203187250996","0.0","0.000406391965050291","0.00014198206969291306","0.0001904036557501904","0.0005782575173477255","0.00015197568389057752","0.00021817864467425929","0.0005838137634094723","0.0011631288165164292","0.0011170688114387846","0.008281573498964804"
"transaction","N/A","N/A","N/A","N/A","0.0","0.0","0.00014513998751796106","0.0013386880856760374","0.0","9.637625289128758e-05","0.0","0.0","0.0","0.0002907822041291073","0.0","0.0"
"interest","N/A","N/A","N/A","N/A","0.0","0.0","1.4513998751796108e-05","0.0","0.000238004569687738","0.00038550501156515033","0.00030395136778115504","0.00013090718680455556","0.00014595344085236808","0.0002907822041291073","0.0","0.0"
"urgent","N/A","N/A","N/A","N/A","0.0","0.0","0.00015965398626975719","4.056630562654659e-05","0.0001428027418126428","0.00028912875867386276","0.0","4.3635728934851856e-05","7.297672042618404e-05","0.0002907822041291073","0.0","0.0"
"immediately","N/A","N/A","N/A","N/A","0.00199203187250996","0.0","0.00017416798502155328","0.00022311468094600624","0.000476009139375476","0.002313030069390902","0.0007598784194528875","0.0013963433259152594","0.001751441290228417","0.0011631288165164292","0.0013404825737265416","0.0"
