"word/date","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
"dr.","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.0","0.0","0.0","2.277891355971777e-05","2.2384718698701685e-05","0.0","0.0"
"contact","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.0","0.0016618196925633569","0.0011752854264607119","0.0019760707513055164","0.0015445455902104164","0.0013066639863302844","0.0009387467730579676"
"please","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.0","0.0029081844619858743","0.0020147750167897917","0.004157151724648493","0.003529323981495299","0.003266659965825711","0.0035203003989673787"
"million","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"i am","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.0","0.0012463647694225177","0.0031900604432505038","0.002613880330977614","0.0026563199522459334","0.0020605085938285254","0.0009387467730579676"
"transfer","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.0","0.004154549231408392","0.0025184687709872396","0.001389513727142784","0.0012013132368303239","0.0014071766006633832","0.0007040600797934757"
"regards","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.0","0.002077274615704196","0.0025184687709872396","0.0015489661220608082","0.0013580062677212357","0.0018594833651623278","0.0002346866932644919"
"transaction","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.0","0.0","0.000167897918065816","0.0003245995182259782","0.0006640799880614834","0.0014071766006633832","0.002346866932644919"
"interest","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.0","0.0008309098462816784","0.0020147750167897917","0.0021981651585127647","0.0016042381734069542","0.002010252286661976","0.002581553625909411"
"urgent","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.0","0.0004154549231408392","0.000335795836131632","0.0006548937648418858","0.00030592448888225635","0.0003517941501658458","0.0007040600797934757"
"immediately","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.0","0.0","0.0","0.0003302942466159077","0.0004178480823757648","0.0006030756859985928","0.0"
"follow","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.0","0.0","0.000167897918065816","0.0003929362589051315","0.0003954633636770631","0.0004020504573323952","0.0002346866932644919"
"died","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"sincere","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.0","0.0004154549231408392","0.000167897918065816","0.0001594523949180244","0.0004178480823757648","0.000251281535832747","0.0"
"confirm","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.0","0.0008309098462816784","0.0008394895903290799","0.0006833674067915331","0.0007312341441575884","0.0006030756859985928","0.0"
"bank account","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.0","0.0","0.0","5.125255550936498e-05","0.000261155051484853","0.0004523067644989446","0.0011734334663224596"
