"word/date","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
"dr.","0.00036114120621162876","0.000791765637371338","0.0","0.0","0.0","0.00025700334104343357","0.00013089341769725754","0.00031198223821509813","0.00036844745742288385","0.0005572994619104817","0.0008292667979193639","0.0005737418987643894","0.00032028859688308626","0.0003723199383746309","0.00048375230538208035","0.0010031662434559078"
"contact","0.0036114120621162874","0.003167062549485352","0.008835594824865888","0.0028388928317956","0.0","0.00398355178617322","0.002744087006724649","0.0034318046203660794","0.0037597861614379184","0.004979808449419796","0.006189815914261857","0.005296785209392843","0.00529319049585732","0.004365130311978431","0.005391822570404437","0.006645976362895389"
"please","0.0032502708559046588","0.0055423594615993665","0.0041022404544020195","0.0056777856635912","0.002849002849002849","0.00796710357234644","0.0073206818612109046","0.00615786301253684","0.0036740468159998886","0.003689997952346674","0.003420486145690494","0.0051361374777388145","0.007585782557757306","0.008910001283861857","0.0034500945668569202","0.003197592401015706"
"million","0.0007222824124232575","0.001583531274742676","0.0012622278321236984","0.0028388928317956","0.004748338081671415","0.0005140066820868671","0.001014423987153746","0.0016462363734942313","0.0011366256469555","0.0015114636921511547","0.0017542918865915411","0.0011245341215782034","0.0009692944379356557","0.0007831557324431891","0.00174016454297165","0.0026019624439637605"
"i am","0.0021668472372697724","0.001583531274742676","0.002208898706216472","0.0007097232079489","0.001899335232668566","0.0005140066820868671","0.0002547746880178763","0.00038467712867298507","0.0003997307321097325","0.0010407145254616192","0.0014708473459632135","0.001863513687186737","0.0016014429844154311","0.0007831557324431891","0.0012866467566759498","0.0021944261575597983"
"transfer","0.002527988443481401","0.0023752969121140144","0.0012622278321236984","0.0049680624556423","0.002849002849002849","0.0007710100231303007","0.0009653389555172744","0.001110111556367315","0.0014761071092979686","0.0019991007213228263","0.0030087254954533965","0.0021664494097343345","0.001382298154969109","0.0010270894851713956","0.0024187615269104018","0.001943634596695821"
"regards","0.00036114120621162876","0.003167062549485352","0.0006311139160618492","0.0007097232079489","0.000949667616334283","0.001156515034695451","0.0005703213199666221","0.0006784856442736115","0.0006337759723594889","0.001049158456702687","0.0011988938002252235","0.0013035415939926928","0.001348583565823521","0.0015534728463217358","0.0013168812757623299","0.001943634596695821"
"transaction","0.0010834236186348862","0.0","0.0003155569580309246","0.0007097232079489","0.002849002849002849","0.0012850167052171678","0.0006778409130750837","0.0009117150844926654","0.0006245068539337559","0.0013531399813811317","0.0008369274611795889","0.0009776561954945196","0.0010872954999452138","0.0011169598151238927","0.0007088315030251316","0.001880936706479827"
"interest","0.001444564824846515","0.001583531274742676","0.0009466708740927738","0.0","0.0","0.0005140066820868671","0.0002500999231001171","0.00033924282213680575","0.0006291414131466224","0.0010428255082718862","0.0009556677417130776","0.0016202471221106358","0.0016098716317018281","0.0008601874438310437","0.0006853157659579472","0.000815072572807925"
"urgent","0.0007222824124232575","0.0","0.0","0.0","0.0","0.0005140066820868671","0.00011453174048510035","0.0001877951336828746","0.00017843052969535885","0.00024276302318070224","0.0003466450125251844","0.0004544035838213964","0.0004298610116062473","0.0003594813198099884","0.0003594548380269625","0.0003761873412959654"
"immediately","0.00288912964969303","0.0","0.001577784790154623","0.0007097232079489","0.002849002849002849","0.0007710100231303007","0.00075731191667699","0.0006845435518117687","0.0006581074082270378","0.0010428255082718862","0.0011050506752874664","0.0008261883342207208","0.0007248636666301425","0.001039928103736038","0.0010514893860041053","0.0011599109689958932"
"follow","0.0018057060310581437","0.000791765637371338","0.0018933417481855476","0.0028388928317956","0.002849002849002849","0.002827036751477769","0.0021831152165935454","0.0019567041348247903","0.0014668379908722355","0.001405914551637806","0.0014976596673740013","0.0011383039271485487","0.0016688721627066071","0.0012581846193349595","0.0011119584241768652","0.0011285620238878963"
"died","0.0","0.0","0.0","0.0","0.0","0.0","2.337382458879599e-06","2.120267638355036e-05","5.793199016083079e-06","1.688786248213581e-05","1.532132652045014e-05","9.179870380230232e-06","1.6857294572794012e-05","0.0","4.031269211517336e-05","9.404683532399135e-05"
"sincere","0.00036114120621162876","0.000791765637371338","0.0003155569580309246","0.0007097232079489","0.0","0.0010280133641737343","0.0009746884853527928","0.0010677062036002145","0.0007983028244162484","0.0008253942788143876","0.0009843952289389215","0.001078634769677052","0.0011631533255227868","0.0010784439594299653","0.0008465665344186406","0.0007837236276999279"
"confirm","0.0018057060310581437","0.0","0.0009466708740927738","0.0007097232079489","0.0","0.001799023387304035","0.001848869524973763","0.0015826283443435803","0.0011574811634133993","0.0013299191704681948","0.001731309896810866","0.001629426992490866","0.0015508711006970491","0.001823083836179227","0.0020089158237394725","0.001598796200507853"
"bank account","0.0007222824124232575","0.000791765637371338","0.0009466708740927738","0.0","0.000949667616334283","0.0006425083526085839","0.0005633091725899833","0.0007178620432716336","0.0003719233768325337","0.00030609250748871153","0.0005228402675103611","0.0002937558521673674","0.0002781453604511012","0.00010270894851713955","0.0006517218558619694","0.0001880936706479827"
"manager","0.00036114120621162876","0.000791765637371338","0.0003155569580309246","0.0028388928317956","0.0","0.00038550501156515033","0.00042540360751608706","0.0008647663010719468","0.0006221895743273227","0.0007705087257474462","0.0007698966576526196","0.0007114399544678429","0.0008765793177852886","0.0009115419180896135","0.0005307837795164493","0.0004075362864039625"
