"word/date","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
"dr.","0.0008194482381862879","0.0006777363605557439","0.0003100134339154697","0.0","0.0","0.0003097893432465923","0.0012088974854932303","0.0006293266205160479","0.0005769830760476584","0.0006472083795751343","0.0006146771877226379","0.0006107327466103574","0.0006460185500861067","0.0","N/A","0.0"
"contact","0.0038240917782026767","0.003388681802778719","0.004236850263511419","0.00426049908703591","0.0031757892770409115","0.0037174721189591076","0.004593810444874275","0.003461296412838263","0.004442238952119882","0.004577142540142834","0.004434216056222174","0.004218263979846957","0.004349042336506605","0.005319148936170213","N/A","0.006224066390041493"
"please","0.002458344714558864","0.003388681802778719","0.0034101477730701666","0.0030432136335970784","0.0028021670091537454","0.0034076827757125155","0.0014506769825918763","0.0009439899307740718","0.002965662683259416","0.0029131955633335082","0.002977869373793401","0.0030699651036937767","0.003058753595062635","0.0026595744680851063","N/A","0.002074688796680498"
"million","0.003004643540016389","0.0020332090816672314","0.0028934587165443835","0.0016230472712517752","0.0028021670091537454","0.0027881040892193307","0.0024177949709864605","0.0022026431718061676","0.0026066594158368588","0.0025494250455395215","0.0026609791234501034","0.002693327621535248","0.002603306146355109","0.0","N/A","0.0"
"i am","0.0027314941272876263","0.0027109454422229754","0.0036168233956804796","0.007709474538445932","0.0035494115449280776","0.004801734820322181","0.0038684719535783366","0.004719949653870359","0.004693579148847607","0.004974561830832764","0.005003944272264911","0.005844041375153299","0.005290533511665923","0.0026595744680851063","N/A","0.004149377593360996"
"transfer","0.00409724119093144","0.004405286343612335","0.0015500671695773483","0.0022316899979711907","0.0024285447412665793","0.004646840148698885","0.0019342359767891683","0.005663939584644431","0.0029129684338700438","0.0030759828700463172","0.0031329433260890572","0.002961352483020985","0.003008051191943563","0.0","N/A","0.0"
"regards","0.0016388964763725759","0.0010166045408336157","0.0013433915469670352","0.0004057618178129438","0.0018681113394358303","0.0015489467162329617","0.0014506769825918763","0.0012586532410320957","0.001236988027032529","0.0013877845253840583","0.001368696187652967","0.0012944425594668314","0.0013313751715577002","0.0","N/A","0.002074688796680498"
"transaction","0.0032777929527451517","0.0023720772619451034","0.0011367159243567222","0.0032460945425035505","0.0016813002054922473","0.0009293680297397769","0.0007253384912959381","0.00031466331025802394","0.0019091240282365358","0.0017876289528592818","0.0018563925303798862","0.0018253744102600068","0.0015158270173874276","0.0026595744680851063","N/A","0.0"
"interest","0.0019120458891013384","0.0020332090816672314","0.0015500671695773483","0.0008115236356258876","0.0022417336073229962","0.0009293680297397769","0.0007253384912959381","0.0012586532410320957","0.001244190838100141","0.001432952698010145","0.0016058020132644416","0.0015067394794555343","0.0015883839046095477","0.0","N/A","0.002074688796680498"
"urgent","0.0019120458891013384","0.0010166045408336157","0.0012400537356618787","0.0010144045445323595","0.0009340556697179152","0.00046468401486988845","0.00024177949709864604","0.0015733165512901196","0.0007835900250923192","0.0008530418642268982","0.000923701368021953","0.0010012074387324358","0.0009161399735997832","0.0","N/A","0.0"
"immediately","0.0016388964763725759","0.0010166045408336157","0.0011367159243567222","0.0014201663623453033","0.0011208668036614981","0.0017038413878562577","0.00024177949709864604","0.0012586532410320957","0.0008912530957871516","0.0009749049876878837","0.001031578900053714","0.0009221647462009277","0.0010009353719196104","0.0","N/A","0.0"
"follow","0.0010925976509150504","0.0010166045408336157","0.0004133512452206262","0.0010144045445323595","0.0011208668036614981","0.0012391573729863693","0.0007253384912959381","0.0","0.0008396961323558234","0.0008551638589140298","0.0008349271489541498","0.0007915642302435918","0.0009065240005944419","0.0","N/A","0.0"
"died","0.0016388964763725759","0.0010166045408336157","0.0005166890565257828","0.0004057618178129438","0.0007472445357743321","0.0009293680297397769","0.0016924564796905223","0.00031466331025802394","0.0011372859580440046","0.0011237477578852565","0.001143951329253465","0.0011803329649729037","0.0009441137132516849","0.005319148936170213","N/A","0.0"
"sincere","0.0005462988254575252","0.0006777363605557439","0.0005166890565257828","0.0006086427267194157","0.0005604334018307491","0.0006195786864931846","0.00048355899419729207","0.0015733165512901196","0.0007149737722903309","0.0006590309214034388","0.0007158123740024138","0.0007659748693520964","0.0007351848452265435","0.0","N/A","0.0"
"confirm","0.0","0.0016943409013893595","0.0002066756226103131","0.0004057618178129438","0.0022417336073229962","0.0006195786864931846","0.0007253384912959381","0.00031466331025802394","0.0006429456616142106","0.0007730123503122212","0.0006427702950225756","0.0007125215377120837","0.0008479539831982726","0.0","N/A","0.0"
"bank account","0.0008194482381862879","0.0020332090816672314","0.000930040301746409","0.0006086427267194157","0.00018681113394358303","0.0010842627013630732","0.0007253384912959381","0.00031466331025802394","0.0006819924795070548","0.0007093525096982736","0.0007236784440463963","0.0007568764299240091","0.0007701520197914209","0.0","N/A","0.0"
"manager","0.0019120458891013384","0.0013554727211114877","0.0007233646791360959","0.0008115236356258876","0.00018681113394358303","0.00015489467162329616","0.00024177949709864604","0.0006293266205160479","0.0007707007842344872","0.0008024171338339018","0.0007315445140903789","0.0007432287707818782","0.0006346542183525216","0.0","N/A","0.0"
"thanks","0.0008194482381862879","0.00033886818027787193","0.0004133512452206262","0.0002028809089064719","0.0005604334018307491","0.0006195786864931846","0.0","0.0","0.0005849440777539664","0.0006353858377468296","0.000561862145998755","0.0006630487733218592","0.0006224157072548146","0.0","N/A","0.0"
"honest","0.0005462988254575252","0.0","0.0002066756226103131","0.0012172854534388314","0.0005604334018307491","0.0003097893432465923","0.00024177949709864604","0.00031466331025802394","0.00048183015089130996","0.0004531974367516748","0.0004921912398949093","0.0005495078312921869","0.0004895404439082811","0.005319148936170213","N/A","0.0"
"thank you","0.0002731494127287626","0.0","0.0003100134339154697","0.0","0.00018681113394358303","0.0003097893432465923","0.0","0.0015733165512901196","0.00030858358994927327","0.0002764655935234297","0.0002651989329114123","0.00025930552370048693","0.0002867308314319932","0.0","N/A","0.0"
"complete","0.0005462988254575252","0.00033886818027787193","0.0003100134339154697","0.0002028809089064719","0.00018681113394358303","0.00046468401486988845","0.00024177949709864604","0.00031466331025802394","0.0002930406818560052","0.0003407317183337006","0.00031913769892729277","0.0003294393276253263","0.00034792338692052837","0.0","N/A","0.0"
"crash","0.0008194482381862879","0.00033886818027787193","0.0002066756226103131","0.0004057618178129438","0.0005604334018307491","0.0007744733581164808","0.00048355899419729207","0.0","0.0005349034956000302","0.0004992750356722464","0.0005641095945827499","0.0004587129878327328","0.00036540697420296697","0.0026595744680851063","N/A","0.0"
"link","0.0","0.0","0.0003100134339154697","0.0002028809089064719","0.00037362226788716606","0.00015489467162329616","0.0007253384912959381","0.00031466331025802394","0.0001266178366622325","0.00012519768654076368","0.00013147574216370865","0.00014766008988499951","0.00017396169346026418","0.0","N/A","0.0"
"dear sir","0.0005462988254575252","0.0010166045408336157","0.00010333781130515655","0.0006086427267194157","0.0005604334018307491","0.0003097893432465923","0.0","0.0","0.00028053053631752113","0.0002528205098668206","0.00029553948879534506","0.00024319370387991575","0.00022291573785109228","0.0","N/A","0.0"
"president","0.0002731494127287626","0.0006777363605557439","0.0004133512452206262","0.0","0.00018681113394358303","0.0","0.0012088974854932303","0.00031466331025802394","0.0004378550938469418","0.00041863923756124607","0.0005079233799828745","0.0005436317558282139","0.0005743358422281084","0.0","N/A","0.0"
"important","0.0002731494127287626","0.0","0.0003100134339154697","0.0002028809089064719","0.00018681113394358303","0.0","0.00024177949709864604","0.0","0.00022518261969271293","0.00022796285781756485","0.00024834306853144966","0.0002697308188785036","0.00026137962987245726","0.0","N/A","0.0"
"help me","0.0002731494127287626","0.0","0.00010333781130515655","0.0006086427267194157","0.0","0.0003097893432465923","0.0","0.00031466331025802394","0.0005307334470872021","0.0005344395190589984","0.0005450062816187923","0.0007527063118528024","0.0006364025770807654","0.0026595744680851063","N/A","0.004149377593360996"
"reliable","0.0005462988254575252","0.00033886818027787193","0.00010333781130515655","0.0","0.00018681113394358303","0.0","0.0","0.0","0.00025664753119859703","0.0002664619042840951","0.0002539616899914372","0.0002699203696999221","0.0002858566520678713","0.0","N/A","0.0"
"as soon as possible","0.0005462988254575252","0.00033886818027787193","0.0","0.0","0.0","0.00046468401486988845","0.0007253384912959381","0.0009439899307740718","0.0003245055933618893","0.0002837410038793094","0.00026969383007940234","0.00024698472030828546","0.00022291573785109228","0.0","N/A","0.0"
"i hope","0.0","0.0","0.0005166890565257828","0.0","0.00018681113394358303","0.00015489467162329616","0.00024177949709864604","0.00031466331025802394","0.0002194961899024929","0.0002222031579524934","0.00023373465273548205","0.0003006276027697166","0.0002692472441495546","0.0","N/A","0.0"
"relationship","0.0005462988254575252","0.0","0.0002066756226103131","0.0","0.00037362226788716606","0.0","0.0","0.0006293266205160479","0.00022935266820554094","0.00021371517920396705","0.00021126016689553185","0.0002604428286289979","0.00025613455368772564","0.0026595744680851063","N/A","0.0"
"love","0.0","0.00033886818027787193","0.0004133512452206262","0.0006086427267194157","0.00018681113394358303","0.0","0.0","0.0","0.0003904681789284416","0.0004231863690336709","0.0003550968762712131","0.0005188005982223924","0.0005446137438479627","0.0","N/A","0.0"
"plane crash","0.0005462988254575252","0.0","0.0002066756226103131","0.0","0.00018681113394358303","0.0003097893432465923","0.00048355899419729207","0.0","0.0002706740580144731","0.00028040644079953123","0.0002764361758313874","0.0002327684087018991","0.00019406781883506857","0.0","N/A","0.0"
"protect you","0.0","0.0","0.0002066756226103131","0.0004057618178129438","0.00037362226788716606","0.0","0.0","0.0","0.0001759002281774727","0.00014096107564516976","0.00018429078388759162","0.00014766008988499951","0.0001057757030587536","0.0026595744680851063","N/A","0.0"
"yours sincerely","0.0002731494127287626","0.0006777363605557439","0.00010333781130515655","0.0","0.00037362226788716606","0.00015489467162329616","0.0","0.00031466331025802394","0.0002187379992637969","0.00021401832130212868","0.00023036347985948952","0.0002553249564506988","0.0002753664996984081","0.0","N/A","0.0"
"cooperation","0.0002731494127287626","0.00033886818027787193","0.00010333781130515655","0.0","0.00037362226788716606","0.0","0.0","0.00031466331025802394","0.00024262100438272099","0.00022644714732675657","0.00022249740981550694","0.00019902836248940884","0.00017396169346026418","0.0","N/A","0.0"
