"word/date","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
"dr.","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.0","0.0","N/A","N/A","N/A"
"contact","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.0","0.0006305170239596469","N/A","N/A","N/A"
"please","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.0","0.0","N/A","N/A","N/A"
"million","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.0","0.0","N/A","N/A","N/A"
"i am","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.010948905109489052","0.004413619167717529","N/A","N/A","N/A"
"transfer","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.0","0.0","N/A","N/A","N/A"
"regards","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.0","0.0","N/A","N/A","N/A"
"transaction","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.0","0.0","N/A","N/A","N/A"
"interest","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.0018248175182481751","0.0","N/A","N/A","N/A"
"urgent","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.0","0.0","N/A","N/A","N/A"
"immediately","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.0","0.0","N/A","N/A","N/A"
"follow","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.0","0.0","N/A","N/A","N/A"
"died","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.0","0.0006305170239596469","N/A","N/A","N/A"
"sincere","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.0","0.0","N/A","N/A","N/A"
"confirm","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.0","0.0","N/A","N/A","N/A"
"bank account","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.0","0.0","N/A","N/A","N/A"
