"word/date","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
"dr.","0.0","N/A","N/A","0.0","0.0","0.00017927572606669058","0.00031544136352073263","0.0006568593085702062","0.0007711503461733306","0.0009049976479021528","0.0009477711437018144","0.00118961848432552","0.000714987934578604","0.00056471651231082","0.0004830281473674966","0.00029214139643587495"
"contact","0.002583979328165375","N/A","N/A","0.006745362563237774","0.004149377593360996","0.005019720329867336","0.006615365047061816","0.007544842700274294","0.007643957446010094","0.007481911247507896","0.006298185612428265","0.009500192684684081","0.007686120296719993","0.005308335215721708","0.006455012514820182","0.0052585451358457495"
"please","0.00516795865633075","N/A","N/A","0.006745362563237774","0.008298755186721992","0.007171029042667623","0.006612821165097939","0.005861515175559209","0.004793890838133479","0.004516027866759257","0.005109848704422932","0.004691453177621768","0.005094289033872553","0.0047436187034108875","0.004742458174153603","0.0052585451358457495"
"million","0.0","N/A","N/A","0.002529510961214165","0.002074688796680498","0.004392255288633919","0.004362757568048842","0.004081767935824644","0.0034504756365273843","0.0036513518962388836","0.0030635905164917974","0.0034515691235360154","0.003396192689248369","0.002597695956629772","0.00320555043252975","0.0037978381536663743"
"i am","0.0","N/A","N/A","0.0","0.0","0.0","2.1622996692953448e-05","2.2096184691964118e-05","6.379345929414413e-05","0.00015232633677560986","7.245956756130079e-05","0.0002680830387212439","0.000536240950933953","0.00011294330246216399","0.00026346989856408903","0.0"
"transfer","0.0","N/A","N/A","0.0","0.01037344398340249","0.0016134815346002152","0.0011879928771305012","0.0010164244958303496","0.0009043660994052198","0.0006272260926054524","0.0006637296388615153","0.000720473166563343","0.000714987934578604","0.0","0.0003512931980854521","0.0"
"regards","0.0","N/A","N/A","0.0","0.0","0.00017927572606669058","0.0002734673111167642","0.0005102209919780805","0.0006135429761525039","0.0005824242288479201","0.0005217088864413657","0.0018598260811286296","0.0009831084100455805","0.0006776598147729839","0.0012734378430597638","0.0026292725679228747"
"transaction","0.0","N/A","N/A","0.0","0.0","8.963786303334529e-05","4.960569829559908e-05","4.620111344683407e-05","1.3133947501735557e-05","4.9282050133285544e-05","3.478059242942438e-05","0.0","0.0","0.0","0.0","0.0"
"interest","0.0","N/A","N/A","0.0","0.0","0.00026891358910003586","0.0004248282879674383","0.00010445469127110312","4.878323357787493e-05","3.136130463027262e-05","6.666280215639673e-05","0.00028483822864132163","0.000536240950933953","0.00022588660492432798","4.391164976068151e-05","0.0"
"urgent","0.0","N/A","N/A","0.0016863406408094434","0.0","0.00017927572606669058","0.0002073263800559654","0.0001858088258187892","0.00012008180573015366","0.00016128670952711633","7.825633296620486e-05","0.00011728632944054421","0.0","0.00011294330246216399","8.782329952136302e-05","0.0"
"immediately","0.00516795865633075","N/A","N/A","0.0016863406408094434","0.002074688796680498","0.0008963786303334528","0.001536504706181633","0.0012655087596306724","0.0009644070022702966","0.0012499719988351516","0.0009941452669410468","0.0011225977246452088","0.0013406023773348825","0.0006776598147729839","0.0004830281473674966","0.00029214139643587495"
"follow","0.0","N/A","N/A","0.0016863406408094434","0.002074688796680498","0.0007171029042667623","0.0012503179852454845","0.0018339833294330218","0.0018912884402499202","0.001993682937210188","0.001808590806330068","0.002496523298091584","0.00178746983644651","0.001581206234470296","0.0013612611425811267","0.0017528483786152498"
"died","0.0","N/A","N/A","0.0","0.0","0.0","1.5263291783261255e-05","3.0131160943587436e-06","0.0","4.480186375753231e-06","0.0","0.0","0.0","0.0","4.391164976068151e-05","0.0"
"sincere","0.002583979328165375","N/A","N/A","0.0","0.0","0.0011652922194334888","0.0015670312897481558","0.0016431526434569682","0.0015835788130664015","0.0017293519410407473","0.001446292968523564","0.0012901496238459864","0.001251228885512557","0.0006776598147729839","0.0010099679444956747","0.0005842827928717499"
"confirm","0.0","N/A","N/A","0.0008431703204047217","0.0","8.963786303334529e-05","0.00014881709488679724","0.00018380008175588336","0.0003527403043323264","0.0005555431105934007","0.0003536026896991479","0.000586431647202721","0.000357493967289302","0.0010164897221594759","0.0004391164976068151","0.00029214139643587495"
